Nombre;Cuit;Especialidad;Planes;Email;Telefono;Direccion;Provincia;localidad;CP;Habilitado;codificada
CENTRO MEDICO HIDALGO - PLAN 200;30714317659;CLINICA MEDICA;OSMISS-200;;5901-5420;AV. AVELLANEDA 607;Capital Federal;CABALLITO;1405;No;NO
CENTRO MEDICO HIDALGO - PLAN 200;30714317659;DIAGNOSTICO POR IMAGENES;OSMISS-200;;5901-5420;AV. AVELLANEDA 607;Capital Federal;CABALLITO;1405;No;NO
CENTRO MEDICO HIDALGO - PLAN 200;30714317659;GASTROENTEROLOGIA;OSMISS-200;;5901-5420;AV. AVELLANEDA 607;Capital Federal;CABALLITO;1405;No;NO
CENTRO MEDICO HIDALGO - PLAN 200;30714317659;GINECOLOGIA;OSMISS-200;;5901-5420;AV. AVELLANEDA 607;Capital Federal;CABALLITO;1405;No;NO
CENTRO MEDICO HIDALGO - PLAN 200;30714317659;NUTRICION;OSMISS-200;;5901-5420;AV. AVELLANEDA 607;Capital Federal;CABALLITO;1405;No;NO
CENTRO MEDICO HIDALGO - PLAN 200;30714317659;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;;5901-5420;AV. AVELLANEDA 607;Capital Federal;CABALLITO;1405;No;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;CARDIOLOGIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;CIRUGIA GENERAL;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;CLINICA MEDICA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;DERMATOLOGIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;DIAGNOSTICO POR IMAGENES;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;ECOGRAFIA GENERAL;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;FLEBOLOGIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;GASTROENTEROLOGIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;GINECOLOGIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;MAMOGRAFIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;NEUMONOLOGIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;NEUROLOGIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;NUTRICION;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;ODONTOPEDIATRIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;PATOLOGIA MAMARIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO HURLINGHAM - PLAN 200;30715957341;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;;5353-9839;ARTURO JAURETCHE 954;Buenos Aires;HURLINGHAM;1633;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;ANATOMIA PATOLOGICA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;CARDIOLOGIA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;CLINICA MEDICA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;DERMATOLOGIA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;DIAGNOSTICO POR IMAGENES;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;ECOGRAFIA GENERAL;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;GASTROENTEROLOGIA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;GINECOLOGIA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;GUARDIA OTORRINOLARINGOLOGIA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;KINESIOLOGIA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;NEUMONOLOGIA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;NEUROLOGIA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;NUTRICION;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;ODONTOPEDIATRIA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO IPROT - PLAN 200;30716811642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;;0237-485-1417;MORENO 914;Buenos Aires;GENERAL RODRIGUEZ;1522;Si;NO
CENTRO MEDICO MARIANO ACOSTA - PLAN 200;30691582961;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-200;marianoacosta@demo.com;0220 4996262;TRES SARGENTOS 540;Buenos Aires;MARIANO ACOSTA;2213;Si;NO
CENTRO MEDICO MEDIPRIM - 14 - PLAN 200;30663958093;ALERGIA E INMUNOLOGIA;OSMISS-200;;4256-8211;Av.14 2622;Buenos Aires;BERAZATEGUI;857;No;NO
CENTRO MEDICO MEDIPRIM - 14 - PLAN 200;30663958093;ANATOMIA PATOLOGICA;OSMISS-200;;4256-8211;Av.14 2622;Buenos Aires;BERAZATEGUI;857;No;NO
CENTRO MEDICO MEDIPRIM - 14 - PLAN 200;30663958093;CARDIOLOGIA;OSMISS-200;;4256-8211;Av.14 2622;Buenos Aires;BERAZATEGUI;857;No;NO
CENTRO MEDICO MEDIPRIM - 14 - PLAN 200;30663958093;CLINICA MEDICA;OSMISS-200;;4256-8211;Av.14 2622;Buenos Aires;BERAZATEGUI;857;No;NO
CENTRO MEDICO MEDIPRIM - 14 - PLAN 200;30663958093;DERMATOLOGIA;OSMISS-200;;4256-8211;Av.14 2622;Buenos Aires;BERAZATEGUI;857;No;NO
CENTRO MEDICO MEDIPRIM - PLAN 200;30663958093;ALERGIA E INMUNOLOGIA;OSMISS-200;;4226-0050;Av. Mitre 444;Buenos Aires;BERAZATEGUI;857;No;NO
CENTRO MEDICO MEDIPRIM - PLAN 200;30663958093;CARDIOLOGIA;OSMISS-200;;4226-0050;Av. Mitre 444;Buenos Aires;BERAZATEGUI;857;No;NO
CENTRO MEDICO MEDIPRIM - PLAN 200;30663958093;CLINICA MEDICA;OSMISS-200;;4226-0050;Av. Mitre 444;Buenos Aires;BERAZATEGUI;857;No;NO
CENTRO MEDICO MEDIPRIM - PLAN 200;30663958093;DERMATOLOGIA;OSMISS-200;;4226-0050;Av. Mitre 444;Buenos Aires;BERAZATEGUI;857;No;NO
CENTRO MEDICO MONSERRAT;30710663935;ANATOMIA PATOLOGICA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;CARDIOLOGIA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;CLINICA MEDICA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;DERMATOLOGIA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;DIABETOLOGIA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;ENDOCRINOLOGIA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;GASTROENTEROLOGIA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;GINECOLOGIA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;NEUROLOGIA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;PROCTOLOGIA Y CIRUGIA PROCTOLOGICA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;UROLOGIA;OSMISS-100;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;ANATOMIA PATOLOGICA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;CARDIOLOGIA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;CLINICA MEDICA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;DERMATOLOGIA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;DIABETOLOGIA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;ENDOCRINOLOGIA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;GASTROENTEROLOGIA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;GINECOLOGIA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;NEUROLOGIA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;PROCTOLOGIA Y CIRUGIA PROCTOLOGICA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;UROLOGIA;OSMISS-150;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;ANATOMIA PATOLOGICA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;CARDIOLOGIA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;CLINICA MEDICA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;DERMATOLOGIA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;DIABETOLOGIA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;ENDOCRINOLOGIA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;GASTROENTEROLOGIA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;GINECOLOGIA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;NEUROLOGIA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;PROCTOLOGIA Y CIRUGIA PROCTOLOGICA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT;30710663935;UROLOGIA;OSMISS-200;info93@gmail.com;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;1086;Si;SI
CENTRO MEDICO MONSERRAT - PLAN 150;30710663935;DIAGNOSTICO POR IMAGENES;OSMISS-150;;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;22401;Si;SI
CENTRO MEDICO MONSERRAT - PLAN 150;30710663935;ECOCARDIOGRAFIA CARDIACA;OSMISS-150;;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;22401;Si;SI
CENTRO MEDICO MONSERRAT - PLAN 150;30710663935;ECOGRAFIA GENERAL;OSMISS-150;;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;22401;Si;SI
CENTRO MEDICO MONSERRAT - PLAN 200;30710663935;DIAGNOSTICO POR IMAGENES;OSMISS-200;;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;22401;Si;SI
CENTRO MEDICO MONSERRAT - PLAN 200;30710663935;ECOCARDIOGRAFIA CARDIACA;OSMISS-200;;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;22401;Si;SI
CENTRO MEDICO MONSERRAT - PLAN 200;30710663935;ECOGRAFIA GENERAL;OSMISS-200;;0800-222-6776;HIPOLITO IRIGOYEN 1210;Capital Federal;MONSERRAT;22401;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 100;30710663935;DIAGNOSTICO POR IMAGENES;OSMISS-100;info@centromonserrat.com.ar;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;1878;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 100;30710663935;ECOCARDIOGRAFIA CARDIACA;OSMISS-100;info@centromonserrat.com.ar;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;1878;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 100;30710663935;ECOGRAFIA GENERAL;OSMISS-100;info@centromonserrat.com.ar;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;1878;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 150;30710663935;DIAGNOSTICO POR IMAGENES;OSMISS-150;info@centromoserrat150.com.ar;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;1878;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 150;30710663935;ECOCARDIOGRAFIA CARDIACA;OSMISS-150;info@centromoserrat150.com.ar;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;1878;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 150;30710663935;ECOGRAFIA GENERAL;OSMISS-150;info@centromoserrat150.com.ar;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;1878;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;ANATOMIA PATOLOGICA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;CARDIOLOGIA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;CLINICA MEDICA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;DERMATOLOGIA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;DIABETOLOGIA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;DIAGNOSTICO POR IMAGENES;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;ECOCARDIOGRAFIA CARDIACA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;ECOGRAFIA GENERAL;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;ENDOCRINOLOGIA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;GASTROENTEROLOGIA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;GINECOLOGIA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;NEUROLOGIA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;PROCTOLOGIA Y CIRUGIA PROCTOLOGICA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO MONSERRAT - QUILMES - PLAN 200;30710663935;UROLOGIA;OSMISS-200;;0800-222-6776;MORENO 524;Buenos Aires;QUILMES;2498;Si;SI
CENTRO MEDICO NORTE - PLAN 200;30716942948;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-200;;3484443996;MANUELA PEDRAZA 1794;Buenos Aires;ING. MASCHWITZ;1623;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;CARDIOLOGIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;CIRUGIA GENERAL;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;DERMATOLOGIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;DIABETOLOGIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;DIAGNOSTICO POR IMAGENES;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;ECOGRAFIA GENERAL;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;ENDOCRINOLOGIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;FLEBOLOGIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;GASTROENTEROLOGIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;GINECOLOGIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;GUARDIA OTORRINOLARINGOLOGIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;KINESIOLOGIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;LABORATORIO;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;MAMOGRAFIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;NEUROLOGIA;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
CENTRO MEDICO NUESTRA SRA DEL ROSARIO - PLAN 150;30714189502;NUTRICION;OSMISS-150;;4486-2200;REPUBLICA DE PORTUGAL 2823;Buenos Aires;ISIDRO CASANOVA;1664;Si;NO
